,パソコン,,0,名,电脑(「パーソナル・コンピュータ一」的略称),,,,
,はな,花,2,名,花,,,,
あげます,あげる,,0,動Ⅱ,给(你),,他,,
もらいます,もらう,,0,動Ⅰ,得到,,他,,
,メール,,1|0,名,电子邮件,mail,,,
,さようなら,,4|5,感,再见,,,,
,ねんがじょう,年賀状,3|0,名,贺年卡,,,,
,もう,,1,副,已经,もう6時ですね(もうろくじですね):已经6点了啊。,,,
,きっぷ,切符,0,名,车票,,,,
,まだ,,1,副,还、尚未,,,,
,これから,,0,副,现在(马上去做某事),,,,
,いらっしゃい,,-1,,欢迎。,,,,
,どうそおあがりください,どうそお上がりください,-1,,请进。,,,,
,しつれいします,失礼します,-1,,打搅了。,,,,
,[~は]いかがですか,,-1,,[~]怎么样?,,,,
,いただきます,,-1,,我吃啦。我喝啦。(用于吃喝之前),,,,
,ごちそうさま[でした],,-1,,我吃好了。(用于吃喝之后),,,,
,スプーン,,2,名,勺子,spoon,,,
,[~、]すてきですね,[~、]素敵ですね,-1,,[~、]真棒啊!,,,,
,はし,箸,1,名,筷子,,,,
,フォ一ク,,1,名,叉子,fork,,,
,ナイフ,,1,名,刀子,knife,,,
,スペイン,,3,名,西班牙,Spain,,,
,にもつ,荷物,1,名,行李、包裹,,,,
送ります,おくる,送る,0,動Ⅰ,寄、送,,他,,
,プレゼント,,2,名,礼物,present,,,
,かみ,紙,2,名,纸,,,,
切ります,きる,切る,1,動Ⅰ,切、剪,,他,,
,はさみ,鋏,3,名,剪子,,,,
,て,手,1,名,手,,,,
,けいたい,携帯,0,名,手机,,,,
,パンチ,,1,名,打孔机,punch,,,
,セロテープ,,3,名,透明胶带(=「乜ロハンテープ」),,,,
,ホッチキス,,1,名,订书机(=「ホチキス」),,,,
,けしゴム,消しゴム,0,名,橡皮,,,,
貸します,かす,貸す,0,動Ⅰ,借给、借出,李さんにお金を贷します(りさんにおかねをかします):借钱给小李。,他,,
教えます,おしえる,教える,0,動Ⅱ,学教、告诉,生に日本語を教えます(がくせいにほんごをおしえます):教学生日语。,他,,
,はは,母,1,名,(自己的)母亲,,,,
,ちち,父,2|1,名,(自己的)父亲,,,,
,シャツ,,1,名,衬衫,shirt,,,
借ります,かりる,借りる,2,動Ⅱ,借入,王さんに本を借ります(おうさんにほんをかります):向小王借书。,他,,
習います,ならう,習う,2,動Ⅰ,学习,,他,,
かけます,かける,,2,動Ⅱ,打(电话),電話をかけます(でんわをかけます):打电话。,他,,
,おかわ,お金,0,名,钱,,,,
,おかあさん,お母さん,2,名,(别人的)母亲(叫自己的母亲时也可使用),,,,
,おとうさん,お父さん,2,名,(别人的)父亲(叫自己的父亲时也可使用),,,,
,クリスマス,,3,名,圣诞节,Christmas,,,
,クリスマスカード,,6,名,圣诞贺卡,Christmas card,,,
