,げんきちゃ,元気茶,-1,名,健康茶(虚构的饮品),,,,
,[お]ゆ,お湯,0,名,热水、开水,,,,
出ます,でる,出る,1,動Ⅱ,找(钱),お釣りが出ます(おつりがでます):找零钱。,自,,
,ほんだえき,本田駅,-1,名,本田站(虚构的车站),,,,
,としょかんまえ,図書館前,-1,名,图书馆前(虚构的公共汽车站),,,,
,一め,一目,-1,接尾,第一(指顺序),三つ目(みっつめ):第三个,,,
,たてもの,建物,2|3,名,建筑物,,,,
,みち,道,0,名,道路,,,,
渡ります,わたる,渡る,0,動Ⅰ,渡过、过,橋を渡ります(はしをわたります):过桥。道を渡ります(みちをわたります):过马路。,自,,
聞きます,きく,聞く,0,動Ⅰ,问,先生に聞きます(せんせいにききます):问老师。道を聞きます(みちをききます):问路。,他,,
,しゃちょう,社長,0,名,社长,,,,
回します,まわす,回す,0,動Ⅰ,传递、转,,他,,
,おと,音,2,名,(物体发出的)声音,,,,
,さびしい,寂しい,3,イ形,寂寞,,,,
,なんかいも,何回も,1,副,多次、好几次,,,,
引きます,ひく,引く,0,動Ⅰ,拉、拽,,他,,
触ります,さわる,触る,0,動Ⅰ,摸、碰,ドアに触ります(ドアにさわります):碰到门。,自,に,
,こうさてん,交差点,3|0,名,十字路口,,,,
,ちゅうしゃじょう,駐車場,0,名,停车场,,,,
,はし,橋,2,名,桥,,,,
歩きます,あるく,歩く,2,動Ⅰ,走,,自,,
,サイズ,,1,名,号码、尺寸,size,,,
変えます,かえる,変える,0,動Ⅱ,改变,,他,,
,こしょう,故障,0,名,故障(~します:出故障),,,,
,しんごう,信号,0,名,红绿灯,,,,
曲がります,まがる,曲がる,0,動Ⅰ,拐、转弯,右へ曲がります(みぎへまがります):往右拐。,自,へ,
,かど,角,1,名,拐角、路口,,,,
,しょうとくたいし,聖德太子,-1,,圣德太子(574ー622),,,,
,ほうりゅうじ,法隆寺,-1,名,法隆寺(公元7世纪初，圣德太子下令修建的位于奈良的寺庙),,自,,
