ついたち,㏠,㏠
ふつか,㏡,㏡
みっか,㏢,㏢
よっか,㏣,㏣
いつか,㏤,㏤
むいか,㏥,㏥
なのか,㏦,㏦
ようか,㏧,㏧
ここのか,㏨,㏨
とおか,㏩,㏩
じゅういちにち,㏪,㏪
じゅうににち,㏫,㏫
じゅうさんにち,㏬,㏬
じゅうよっか,㏭,㏭
じゅうごにち,㏮,㏮
じゅうろくにち,㏯,㏯
じゅうしちにち,㏰,㏰
じゅうはちにち,㏱,㏱
じゅうくにち,㏲,㏲
はつか,㏳,㏳
にじゅういちにち,㏴,㏴
にじゅうににち,㏵,㏵
にじゅうさんにち,㏶,㏶
にじゅうよっか,㏷,㏷
にじゅうごにち,㏸,㏸
にじゅうろくにち,㏹,㏹
にじゅうしちにち,㏺,㏺
にじゅうはちにち,㏻,㏻
にじゅうくにち,㏼,㏼
さんじゅうにち,㏽,㏽
さんじゅういちにち,㏾,㏾
なんにち,何日,何日
