いちじ,,一点
にじ,,两点
さんじ,,三点
よじ,,四点
ごじ,,五点
ろくじ,,六点
しちじ,,七点
はちじ,,八点
くじ,,九点
じゅうじ,,十点
じゅういちじ,,十一点
じゅうにじ,,十二点
なんじ,,几点
