おととい,,前天
きのう,,昨天
きょう,,今天
あした,,明天
あさって,,后天
まいにち,,每天
おとといのあさ,,前天早上
きのうのあさ,,昨天早上
けさ,,今天早上
あしたのあさ,,明天早上
あさってのあさ,,后天早上
まいあさ,,每天早上
おとといのばん,,前天晚上
きのうのばん,,昨天晚上
こんばん,,今天晚上
あしたのばん,,明天晚上
あさってのばん,,后天晚上
まいばん,,每天晚上
